dataset	subject	session	n_raw_runs	n_timeseries_runs	n_qc_runs	raw_duration_sec	usable_duration_sec	passes_gate	has_connectome
things	01	26	6	6	6	1698.6000000000001	1434.0	False	True
things	01	27	6	6	6	1698.6000000000001	1573.5	False	True
things	01	28	6	6	6	1698.6000000000001	1579.5	False	True
things	01	29	6	6	6	1698.6000000000001	1183.5	False	True
things	01	30	6	6	6	1698.6000000000001	1513.5	False	True
things	01	31	6	6	6	1698.6000000000001	1587.0	False	True
things	01	32	6	6	6	1698.6000000000001	1290.0	False	True
things	01	33	6	6	6	1698.6000000000001	1332.0	False	True
things	01	34	6	6	6	1698.6000000000001	1249.5	False	True
things	01	35	6	6	6	1698.6000000000001	1246.5	False	True
things	01	36	6	6	6	1698.6000000000001	1278.0	False	True
things	02	01	3	3	3	849.3000000000001	778.5	False	True
things	02	02	6	6	6	1698.6000000000001	1345.5	False	True
things	02	03	6	6	6	1698.6000000000001	1141.5	False	True
things	02	04	6	6	6	1698.6000000000001	1162.5	False	True
things	02	05	6	6	6	1698.6000000000001	1182.0	False	True
things	02	06	6	6	6	1698.6000000000001	1249.5	False	True
things	02	07	6	6	6	1698.6000000000001	1054.5	False	True
things	02	08	6	6	6	1698.6000000000001	1201.5	False	True
things	02	09	6	6	6	1698.6000000000001	1213.5	False	True
things	02	10	6	6	6	1698.6000000000001	1237.5	False	True
things	02	11	6	6	6	1698.6000000000001	1099.5	False	True
things	02	12	6	6	6	1698.6000000000001	1224.0	False	True
things	02	13	6	6	6	1698.6000000000001	1011.0	False	True
things	02	14	6	6	6	1698.6000000000001	1030.5	False	True
things	02	15	6	6	6	1698.6000000000001	1053.0	False	True
things	02	16	6	6	6	1698.6000000000001	1018.5	False	True
things	02	17	6	6	6	1698.6000000000001	937.5	False	True
things	02	18	6	6	6	1698.6000000000001	1065.0	False	True
things	02	19	6	6	6	1698.6000000000001	1140.0	False	True
things	02	20	6	6	6	1698.6000000000001	1120.5	False	True
things	02	21	6	6	6	1698.6000000000001	1089.0	False	True
things	02	22	6	6	6	1698.6000000000001	979.5	False	True
things	02	23	6	6	6	1698.6000000000001	1050.0	False	True
things	02	24	6	6	6	1698.6000000000001	1122.0	False	True
things	02	25	6	6	6	1698.6000000000001	964.5	False	True
things	02	26	6	6	6	1698.6000000000001	967.5	False	True
things	02	27	6	6	6	1698.6000000000001	928.5	False	True
things	02	28	6	6	6	1698.6000000000001	1081.5	False	True
things	02	29	6	6	6	1698.6000000000001	1153.5	False	True
things	02	30	6	6	6	1698.6000000000001	1182.0	False	True
things	02	31	6	6	6	1698.6000000000001	1120.5	False	True
things	02	32	6	6	6	1698.6000000000001	1102.5	False	True
things	02	33	6	6	6	1698.6000000000001	1135.5	False	True
things	02	34	6	6	6	1698.6000000000001	1132.5	False	True
things	02	35	6	6	6	1698.6000000000001	990.0	False	True
things	02	36	6	6	6	1698.6000000000001	997.5	False	True
things	03	01	3	3	3	849.3000000000001	853.5	False	True
things	03	02	6	6	6	1698.6000000000001	1686.0	False	True
things	03	03	6	6	6	1698.6000000000001	1710.0	False	True
things	03	04	6	6	6	1698.6000000000001	1708.5	False	True
things	03	05	6	6	6	1698.6000000000001	1708.5	False	True
things	03	06	6	6	6	1698.6000000000001	1707.0	False	True
things	03	07	6	6	6	1698.6000000000001	1701.0	False	True
things	03	08	6	6	6	1698.6000000000001	1710.0	False	True
things	03	09	6	6	6	1698.6000000000001	1707.0	False	True
things	03	10	6	6	6	1698.6000000000001	1695.0	False	True
things	03	11	6	6	6	1698.6000000000001	1705.5	False	True
things	03	12	6	6	6	1698.6000000000001	1708.5	False	True
things	03	13	6	6	6	1698.6000000000001	1705.5	False	True
things	03	14	6	6	6	1698.6000000000001	1702.5	False	True
things	03	15	6	6	6	1698.6000000000001	1698.0	False	True
things	03	16	6	6	6	1698.6000000000001	1705.5	False	True
things	03	17	6	6	6	1698.6000000000001	1705.5	False	True
things	03	18	6	6	6	1698.6000000000001	1701.0	False	True
things	03	19	6	6	6	1698.6000000000001	1698.0	False	True
things	03	20	6	6	6	1698.6000000000001	1687.5	False	True
things	03	21	6	6	6	1698.6000000000001	1708.5	False	True
things	03	22	6	6	6	1698.6000000000001	1696.5	False	True
things	03	23	6	6	6	1698.6000000000001	1710.0	False	True
things	03	24	6	6	6	1698.6000000000001	1710.0	False	True
things	03	25	6	6	6	1698.6000000000001	1702.5	False	True
things	03	26	6	6	6	1698.6000000000001	1710.0	False	True
things	03	27	6	6	6	1698.6000000000001	1710.0	False	True
things	03	28	6	6	6	1698.6000000000001	1708.5	False	True
things	03	29	6	6	6	1698.6000000000001	1708.5	False	True
things	03	30	6	6	6	1698.6000000000001	1708.5	False	True
things	03	31	6	6	6	1698.6000000000001	1708.5	False	True
things	03	32	6	6	6	1698.6000000000001	1710.0	False	True
things	03	33	6	6	6	1698.6000000000001	1707.0	False	True
things	03	34	6	6	6	1698.6000000000001	1708.5	False	True
things	03	35	6	6	6	1698.6000000000001	1710.0	False	True
things	03	36	6	6	6	1698.6000000000001	1705.5	False	True
things	06	01	3	3	3	849.3000000000001	624.0	False	True
things	06	02	6	6	6	1698.6000000000001	1195.5	False	True
things	06	03	6	6	6	1698.6000000000001	1114.5	False	True
things	06	04	6	6	6	1698.6000000000001	1279.5	False	True
things	06	05	6	6	6	1698.6000000000001	1203.0	False	True
things	06	06	6	6	6	1698.6000000000001	1320.0	False	True
things	06	07	6	6	6	1698.6000000000001	1065.0	False	True
things	06	08	6	5	6	1698.6000000000001	880.5	False	True
things	06	09	6	6	6	1698.6000000000001	1048.5	False	True
things	06	10	6	6	6	1698.6000000000001	1105.5	False	True
things	06	11	6	6	6	1698.6000000000001	1176.0	False	True
things	06	12	6	6	6	1698.6000000000001	1056.0	False	True
things	06	13	6	6	6	1698.6000000000001	1342.5	False	True
things	06	14	6	6	6	1698.6000000000001	1239.0	False	True
things	06	15	6	6	6	1698.6000000000001	886.5	False	True
things	06	16	6	6	6	1698.6000000000001	1155.0	False	True
things	06	17	6	6	6	1698.6000000000001	954.0	False	True
things	06	18	6	6	6	1698.6000000000001	949.5	False	True
things	06	19	6	6	6	1698.6000000000001	1210.5	False	True
things	06	20	6	6	6	1698.6000000000001	1069.5	False	True
things	06	21	6	6	6	1698.6000000000001	1167.0	False	True
things	06	22	6	6	6	1698.6000000000001	1023.0	False	True
things	06	23	6	6	6	1698.6000000000001	1104.0	False	True
things	06	24	6	6	6	1698.6000000000001	1255.5	False	True
things	06	25	6	6	6	1698.6000000000001	1197.0	False	True
things	06	26	6	6	6	1698.6000000000001	1002.0	False	True
things	06	27	6	6	6	1698.6000000000001	1149.0	False	True
things	06	28	6	6	6	1698.6000000000001	1185.0	False	True
things	06	29	6	6	6	1698.6000000000001	1315.5	False	True
things	06	30	6	6	6	1698.6000000000001	949.5	False	True
things	06	31	6	6	6	1698.6000000000001	1129.5	False	True
things	06	32	6	6	6	1698.6000000000001	1257.0	False	True
things	06	33	6	6	6	1698.6000000000001	1117.5	False	True
triplets	01	001	3	3	3	987.8700000000001	963.0	False	True
triplets	01	002	3	3	3	987.8700000000001	657.0	False	True
triplets	01	003	3	3	3	987.8700000000001	835.5	False	True
triplets	01	004	3	3	3	987.8700000000001	822.0	False	True
triplets	01	005	3	3	3	987.8700000000001	912.0	False	True
triplets	01	006	3	3	3	1108.56	1053.0	False	True
triplets	01	007	3	3	3	1108.56	999.0	False	True
triplets	01	008	3	3	3	1108.56	1087.5	False	True
triplets	01	009	3	3	3	1108.56	895.5	False	True
triplets	01	010	3	3	3	987.8700000000001	846.0	False	True
triplets	01	011	3	3	3	987.8700000000001	712.5	False	True
triplets	01	012	3	3	3	987.8700000000001	921.0	False	True
triplets	01	013	3	3	3	987.8700000000001	777.0	False	True
triplets	01	014	3	3	3	987.8700000000001	907.5	False	True
triplets	01	015	3	3	3	1108.56	936.0	False	True
triplets	01	016	3	0	3	1108.56		False	False
triplets	01	017	3	3	3	1108.56	1005.0	False	True
triplets	01	018	3	3	3	1108.56	1018.5	False	True
triplets	01	019	3	3	3	987.8700000000001	745.5	False	True
triplets	01	020	3	3	3	987.8700000000001	561.0	False	True
triplets	01	021	3	3	3	987.8700000000001	565.5	False	True
triplets	01	022	3	3	3	987.8700000000001	909.0	False	True
triplets	01	023	3	3	3	987.8700000000001	811.5	False	True
triplets	01	024	3	3	3	1108.56	1054.5	False	True
triplets	01	025	3	3	3	1108.56	987.0	False	True
triplets	01	026	3	3	3	1108.56	931.5	False	True
triplets	01	027	3	3	3	1108.56	813.0	False	True
triplets	02	001	3	3	3	987.8700000000001	765.0	False	True
triplets	02	002	3	3	3	987.8700000000001	781.5	False	True
triplets	02	003	3	3	3	987.8700000000001	633.0	False	True
triplets	02	004	3	3	3	987.8700000000001	733.5	False	True
triplets	02	005	3	3	3	987.8700000000001	687.0	False	True
triplets	02	006	3	3	3	1108.56	892.5	False	True
triplets	02	007	3	3	3	1108.56	787.5	False	True
triplets	02	008	3	3	3	1108.56	699.0	False	True
triplets	02	009	3	3	3	1108.56	642.0	False	True
triplets	02	010	3	3	3	987.8700000000001	666.0	False	True
triplets	02	011	3	3	3	987.8700000000001	624.0	False	True
triplets	02	012	3	3	3	987.8700000000001	609.0	False	True
triplets	02	013	3	3	3	987.8700000000001	547.5	False	True
triplets	02	014	3	3	3	987.8700000000001	615.0	False	True
triplets	02	015	3	3	3	1108.56	801.0	False	True
triplets	02	016	3	3	3	1108.56	822.0	False	True
triplets	02	017	3	3	3	1108.56	759.0	False	True
triplets	02	018	3	3	3	1108.56	820.5	False	True
triplets	02	019	3	3	3	987.8700000000001	618.0	False	True
triplets	02	020	3	3	3	987.8700000000001	666.0	False	True
triplets	02	021	3	3	3	987.8700000000001	738.0	False	True
triplets	02	022	3	3	3	987.8700000000001	621.0	False	True
triplets	02	023	3	3	3	987.8700000000001	618.0	False	True
triplets	02	024	3	3	3	1108.56	706.5	False	True
triplets	02	025	3	3	3	1108.56	681.0	False	True
triplets	02	026	3	3	3	1108.56	595.5	False	True
triplets	02	027	3	3	3	1108.56	477.0	False	True
triplets	03	001	3	3	3	961.0500000000001	961.5	False	True
triplets	03	002	3	0	3	995.32	1033.5	False	True
triplets	03	003	3	3	3	987.8700000000001	994.5	False	True
triplets	03	004	3	3	3	987.8700000000001	994.5	False	True
triplets	03	005	3	3	3	987.8700000000001	979.5	False	True
triplets	03	006	3	3	3	1108.56	1116.0	False	True
triplets	03	007	3	3	3	1108.56	1116.0	False	True
triplets	03	008	3	3	3	1108.56	1111.5	False	True
triplets	03	009	3	3	3	1108.56	1111.5	False	True
triplets	03	010	3	3	3	987.8700000000001	994.5	False	True
triplets	03	011	3	3	3	987.8700000000001	993.0	False	True
triplets	03	012	3	3	3	987.8700000000001	993.0	False	True
triplets	03	013	3	2	3	998.3	988.5	False	True
triplets	03	014	3	3	3	987.8700000000001	979.5	False	True
triplets	03	015	3	3	3	1108.56	1116.0	False	True
triplets	03	016	3	3	3	1108.56	1111.5	False	True
triplets	03	017	3	3	3	1108.56	1111.5	False	True
triplets	03	018	3	3	3	1108.56	1114.5	False	True
triplets	03	019	3	3	3	987.8700000000001	991.5	False	True
triplets	03	020	3	3	3	987.8700000000001	994.5	False	True
triplets	03	021	3	3	3	987.8700000000001	990.0	False	True
triplets	03	022	3	3	3	987.8700000000001	966.0	False	True
triplets	03	023	3	3	3	987.8700000000001	990.0	False	True
triplets	03	024	3	3	3	1108.56	1111.5	False	True
triplets	03	025	3	3	3	1108.56	1116.0	False	True
triplets	03	026	3	3	3	1108.56	1111.5	False	True
triplets	03	027	3	3	3	1108.56	1113.0	False	True
triplets	06	001	3	2	3	996.8100000000001	817.5	False	True
triplets	06	002	3	3	3	987.8700000000001	699.0	False	True
triplets	06	003	3	3	3	987.8700000000001	651.0	False	True
triplets	06	004	3	3	3	987.8700000000001	636.0	False	True
triplets	06	005	3	3	3	987.8700000000001	697.5	False	True
triplets	06	006	3	0	3	1108.56		False	False
triplets	06	007	3	0	3	1108.56		False	False
triplets	06	008	3	3	3	1108.56	762.0	False	True
triplets	06	009	3	3	3	1108.56	777.0	False	True
triplets	06	010	3	3	3	987.8700000000001	685.5	False	True
triplets	06	011	3	3	3	987.8700000000001	765.0	False	True
triplets	06	012	3	3	3	987.8700000000001	724.5	False	True
triplets	06	013	3	3	3	987.8700000000001	706.5	False	True
triplets	06	014	3	3	3	987.8700000000001	732.0	False	True
triplets	06	015	3	3	3	1108.56	726.0	False	True
triplets	06	016	3	3	3	1108.56	765.0	False	True
triplets	06	017	3	3	3	1108.56	904.5	False	True
triplets	06	018	3	3	3	1108.56	925.5	False	True
triplets	06	019	3	3	3	987.8700000000001	693.0	False	True
triplets	06	020	3	3	3	987.8700000000001	633.0	False	True
triplets	06	021	3	3	3	987.8700000000001	633.0	False	True
triplets	06	022	3	3	3	987.8700000000001	631.5	False	True
triplets	06	023	3	3	3	987.8700000000001	772.5	False	True
triplets	06	024	3	3	3	1108.56	918.0	False	True
triplets	06	025	3	3	3	1108.56	687.0	False	True
triplets	06	026	3	3	3	1108.56	774.0	False	True
triplets	06	027	3	3	3	1108.56	882.0	False	True
